Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,batch_size,dropout,num_layers,negative_slope,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,64,1,2,0.1,dot,2000,0.0916602611541748,0.099337100982666,24097
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,64,1,3,0.1,inner,2000,0.1236166954040527,0.1307992935180664,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,64,1,3,0.1,dot,2000,0.1238515377044677,0.1313793659210205,28257
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,1,0.1,inner,2000,0.1061239242553711,0.1132349967956543,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,1,0.1,dot,2000,0.1313354969024658,0.1385424137115478,22961
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,2,0.1,inner,2000,0.1260037422180175,0.132901906967163,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,2,0.1,dot,2000,0.108414888381958,0.1157474517822265,23521
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,3,0.1,inner,2000,0.0993721485137939,0.1063864231109619,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,32,1,3,0.1,dot,2000,0.1453907489776611,0.1529066562652588,24577
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,1,0.1,inner,2000,0.1247684955596923,0.1317312717437744,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,1,0.1,dot,2000,0.127795934677124,0.1351130008697509,22961
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,2,0.1,inner,2000,0.0993423461914062,0.1065552234649658,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,2,0.1,dot,2000,0.1457691192626953,0.1531124114990234,23233
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,3,0.1,inner,2000,0.1346793174743652,0.1417088508605957,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,2,2,16,1,3,0.1,dot,2000,0.1408426761627197,0.1482248306274414,23505
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,1,0.1,inner,2000,0.0914437770843505,0.0983989238739013,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,1,0.1,dot,2000,0.1272351741790771,0.1344232559204101,22961
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,2,0.1,inner,2000,0.0863432884216308,0.0933005809783935,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,2,0.1,dot,2000,0.1009624004364013,0.1084060668945312,24097
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,3,0.1,inner,2000,0.1028516292572021,0.1098484992980957,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,64,1,3,0.1,dot,2000,0.1286697387695312,0.1361329555511474,28257
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,1,0.1,inner,2000,0.1141266822814941,0.121122121810913,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,1,0.1,dot,2000,0.1043958663940429,0.1118342876434326,22961
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,2,0.1,inner,2000,0.1240813732147216,0.1312184333801269,22944
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,2,0.1,dot,2000,0.1332719326019287,0.1405751705169677,23521
Tune,88.93,95.57,96.49,96.68,97.97,98.52,92.55,88.93,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,3,0.1,inner,2000,0.0978271961212158,0.1049630641937255,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,32,1,3,0.1,dot,2000,0.0998132228851318,0.1072711944580078,24577
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,1,0.1,inner,2000,0.1069438457489013,0.1140854358673095,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,1,0.1,dot,2000,0.104569673538208,0.1118957996368408,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,2,0.1,inner,2000,0.1105134487152099,0.117387056350708,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,2,0.1,dot,2000,0.1249670982360839,0.1334269046783447,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,3,0.1,inner,2000,0.130789041519165,0.1379406452178955,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.015,3,2,16,1,3,0.1,dot,2000,0.1281490325927734,0.1357536315917968,23505
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,1,0.1,inner,2000,0.0852317810058593,0.0922667980194091,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,1,0.1,dot,2000,0.0969762802124023,0.1042332649230957,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,2,0.1,inner,2000,0.1149306297302246,0.1220235824584961,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,2,0.1,dot,2000,0.1303167343139648,0.1376652717590332,24097
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,3,0.1,inner,2000,0.1146686077117919,0.121697187423706,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,64,1,3,0.1,dot,2000,0.1369593143463134,0.1445302963256836,28257
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,1,0.1,inner,2000,0.1223423480987548,0.1292281150817871,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,1,0.1,dot,2000,0.1077451705932617,0.1150305271148681,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,2,0.1,inner,2000,0.1232945919036865,0.130324125289917,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,2,0.1,dot,2000,0.1280617713928222,0.1354293823242187,23521
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,3,0.1,inner,2000,0.0930640697479248,0.0999679565429687,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,32,1,3,0.1,dot,2000,0.1257116794586181,0.1333029270172119,24577
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,1,0.1,inner,2000,0.1257002353668213,0.1326103210449218,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,1,0.1,dot,2000,0.0920443534851074,0.0992336273193359,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,2,0.1,inner,2000,0.0818777084350586,0.0889265537261962,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,2,0.1,dot,2000,0.1219825744628906,0.1294786930084228,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,3,0.1,inner,2000,0.0948078632354736,0.1033332347869873,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,1,2,16,1,3,0.1,dot,2000,0.1115250587463378,0.1190683841705322,23505
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,1,0.1,inner,2000,0.1264183521270752,0.1335198879241943,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,1,0.1,dot,2000,0.1151025295257568,0.1223318576812744,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,2,0.1,inner,2000,0.1173181533813476,0.1243340969085693,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,2,0.1,dot,2000,0.1088430881500244,0.1161243915557861,24097
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,3,0.1,inner,2000,0.0771939754486084,0.0843226909637451,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,64,1,3,0.1,dot,2000,0.1057507991790771,0.1132009029388427,28257
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,1,0.1,inner,2000,0.096376895904541,0.1033887863159179,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,1,0.1,dot,2000,0.1146612167358398,0.1218526363372802,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,2,0.1,inner,2000,0.0823574066162109,0.0895483493804931,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,2,0.1,dot,2000,0.128946304321289,0.1363255977630615,23521
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,3,0.1,inner,2000,0.1126496791839599,0.1197166442871093,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,32,1,3,0.1,dot,2000,0.1338891983032226,0.1412897109985351,24577
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,1,0.1,inner,2000,0.1168413162231445,0.1238532066345214,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,1,0.1,dot,2000,0.0978600978851318,0.1049528121948242,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,2,0.1,inner,2000,0.1233501434326171,0.138256549835205,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,2,0.1,dot,2000,0.0917024612426757,0.0991549491882324,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,3,0.1,inner,2000,0.129706859588623,0.1367549896240234,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,2,2,16,1,3,0.1,dot,2000,0.1131634712219238,0.1205461025238037,23505
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,1,0.1,inner,2000,0.1201372146606445,0.1270792484283447,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,1,0.1,dot,2000,0.0924556255340576,0.0996069908142089,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,2,0.1,inner,2000,0.0860297679901123,0.0931267738342285,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,2,0.1,dot,2000,0.0959928035736084,0.112086534500122,24097
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,3,0.1,inner,2000,0.0865628719329834,0.0937030315399169,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,64,1,3,0.1,dot,2000,0.1175105571746826,0.1249139308929443,28257
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,1,0.1,inner,2000,0.1223487854003906,0.1293456554412841,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,1,0.1,dot,2000,0.0936789512634277,0.1008353233337402,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,2,0.1,inner,2000,0.087113618850708,0.0942041873931884,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,2,0.1,dot,2000,0.0943155288696289,0.109659194946289,23521
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,3,0.1,inner,2000,0.13472580909729,0.1415407657623291,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,32,1,3,0.1,dot,2000,0.1216857433319091,0.1292219161987304,24577
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,1,0.1,inner,2000,0.1249420642852783,0.1318919658660888,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,1,0.1,dot,2000,0.1290028095245361,0.1362152099609375,22961
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,2,0.1,inner,2000,0.1307935714721679,0.1377298831939697,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,2,0.1,dot,2000,0.09816575050354,0.1054921150207519,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,3,0.1,inner,2000,0.1238930225372314,0.1308505535125732,22944
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,1,0.1,0.001,3,2,16,1,3,0.1,dot,2000,0.1279904842376709,0.1355907917022705,23505
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,1,0.1,inner,2000,0.1634399890899658,0.1711189746856689,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,1,0.1,dot,2000,0.1132080554962158,0.1212153434753418,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,2,0.1,inner,2000,0.0991425514221191,0.1068246364593505,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,2,0.1,dot,2000,0.1582527160644531,0.166344404220581,24369
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,3,0.1,inner,2000,0.1320323944091797,0.1397325992584228,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,64,1,3,0.1,dot,2000,0.1541900634765625,0.1623392105102539,28529
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,1,0.1,inner,2000,0.1272859573364257,0.1350963115692138,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,1,0.1,dot,2000,0.1314749717712402,0.1393775939941406,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,2,0.1,inner,2000,0.1257717609405517,0.1335115432739257,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,2,0.1,dot,2000,0.1165356636047363,0.1247739791870117,23793
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,3,0.1,inner,2000,0.1224949359893798,0.1301608085632324,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,32,1,3,0.1,dot,2000,0.1647257804870605,0.1728420257568359,24849
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,1,0.1,inner,2000,0.1285464763641357,0.136735200881958,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,1,0.1,dot,2000,0.1089544296264648,0.1168971061706543,23233
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,2,0.1,inner,2000,0.1275465488433838,0.1352152824401855,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,2,0.1,dot,2000,0.1524994373321533,0.1605236530303955,23505
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,3,0.1,inner,2000,0.1215276718139648,0.1291868686676025,23216
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,1,2,16,1,3,0.1,dot,2000,0.1548101902008056,0.1629374027252197,23777
Tune,83.95,95.57,96.49,96.68,97.97,98.52,92.55,83.95,95.57,96.49,96.68,97.97,98.52,99.21,99.42,96.4,16,16,1024,0.0,2,0.1,0.015,2,2,64,1,1,0.1,inner,2000,0.1548085212707519,0.16265869140625,23216
